ID,Title,Salary,Rating,Company,Location,Headquarters,Size,ownership,Industry,Sector,Revenue,min,max
1763,Data Analyst,$28K-$52K (Glassdoor est.),2.9,The Paragon Group,"Columbus, OH","SUNDERLAND, United Kingdom",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),28000.0,52000
1764,Fraud Data Analyst,$28K-$52K (Glassdoor est.),3.5,Abercrombie & Fitch Co.,"Columbus, OH","New Albany, OH",10000+ employees,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD),28000.0,52000
1765,Software Engineer - Data Analyst,$28K-$52K (Glassdoor est.),3.9,JPMorgan Chase,"Columbus, OH","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),28000.0,52000
1767,Business Data Analyst,$28K-$52K (Glassdoor est.),3.8,DHL,"Westerville, OH","Bonn, Germany",10000+ employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,28000.0,52000
1768,Business Analyst / Data Scientist Manager,$28K-$52K (Glassdoor est.),3.6,Abbott Laboratories,"Columbus, OH","Abbott Park, IL",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),28000.0,52000
1769,Junior Data Analyst,$28K-$52K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Columbus, OH","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28000.0,52000
1770,Program Data Analyst,$28K-$52K (Glassdoor est.),2.3,Economic and Community Development Institute,"Columbus, OH","Columbus, OH",1 to 50 employees,Nonprofit Organization,Lending,Finance,$5 to $10 million (USD),28000.0,52000
1771,Business Data Analyst - I,$28K-$52K (Glassdoor est.),2.5,"Avacend, Inc.","Hilliard, OH","Alpharetta, GA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,28000.0,52000
1772,Planning Analyst - Data Resource Center,$28K-$52K (Glassdoor est.),3.7,Nationwide Children's Hospital,"Columbus, OH","Columbus, OH",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),28000.0,52000
1773,Data Analyst,$28K-$52K (Glassdoor est.),2.8,Data Systems Integration Group Inc,"Columbus, OH","Dublin, OH",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),28000.0,52000
1774,Data Analyst,$28K-$52K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Columbus, OH","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28000.0,52000
1775,"Data Analyst II(Claims,SQL,Billing,Healthcare)",$28K-$52K (Glassdoor est.),3.4,Buckeye Health Plan,"Columbus, OH","Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,28000.0,52000
1776,Data Analyst,$28K-$52K (Glassdoor est.),4.5,Beacon Hill Staffing Group,"Columbus, OH","Boston, MA",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),28000.0,52000
1779,Data Validation Analyst,$28K-$52K (Glassdoor est.),5.0,Revel IT,"Dublin, OH","Dublin, OH",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28000.0,52000
1781,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",$28K-$52K (Glassdoor est.),4.5,Avani Technology Solutions,"Columbus, OH","Rochester, NY",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28000.0,52000
1782,Data Statistics Analyst PFK - Care Coordination,$28K-$52K (Glassdoor est.),3.7,Nationwide Children's Hospital,"Columbus, OH","Columbus, OH",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),28000.0,52000
1783,Data Analyst Junior,$28K-$52K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Columbus, OH","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28000.0,52000
1784,Analyst: Data Analytics,$28K-$52K (Glassdoor est.),2.5,"Avacend, Inc.","Hilliard, OH","Alpharetta, GA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,28000.0,52000
1785,Information Security and Data Protection Analyst,$28K-$52K (Glassdoor est.),4.0,"Amyx, Inc.","Columbus, OH","Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),28000.0,52000
1786,Technical Data Analyst,$28K-$52K (Glassdoor est.),4.5,"Dedicated Tech Services, Inc.","Dublin, OH","Columbus, OH",1 to 50 employees,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),28000.0,52000
1787,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",$28K-$52K (Glassdoor est.),3.6,Abbott,"Columbus, OH","Abbott Park, IL",10000+ employees,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),28000.0,52000
1791,"Data Analyst III (Population Health , Pharmacy, SQL)",$46K-$86K (Glassdoor est.),3.4,Buckeye Health Plan,"Columbus, OH","Columbus, OH",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,46000.0,86000
1792,Data Statistics Analyst PFK Care Coordination,$46K-$86K (Glassdoor est.),3.7,Nationwide Childrens Hospital,"Columbus, OH","Columbus, OH",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),46000.0,86000
1793,Software Engineer - Senior Data Analyst,$46K-$86K (Glassdoor est.),3.9,"JPMorgan Chase Bank, N.A.","Columbus, OH","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),46000.0,86000
1794,Sr Data Analyst,$46K-$86K (Glassdoor est.),4.5,Creative Financial Staffing,"Westerville, OH","Boston, MA",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),46000.0,86000
1795,Analytic Consultant 4 - Data Analyst,$50K-$86K (Glassdoor est.),3.6,Wells Fargo,"Charlotte, NC","San Francisco, CA",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),50000.0,86000
1796,Operations Data Analyst,$50K-$86K (Glassdoor est.),3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,50000.0,86000
1798,Federal - Data Analyst,$50K-$86K (Glassdoor est.),3.9,Accenture,"Charlotte, NC","Dublin, Ireland",10000+ employees,Company - Public,Consulting,Business Services,$10+ billion (USD),50000.0,86000
1799,Data Analyst,$50K-$86K (Glassdoor est.),3.8,Tata Consultancy Services,"Charlotte, NC","Mumbai, India",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),50000.0,86000
1800,Marketing Data Analyst,$50K-$86K (Glassdoor est.),5.0,Trivest,"Mooresville, NC","Coral Gables, FL",1 to 50 employees,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,50000.0,86000
1801,Data Analyst I (Strong Salesforce.com),$50K-$86K (Glassdoor est.),3.4,pureIntegration,"Charlotte, NC","Herndon, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),50000.0,86000
1802,Data Analyst I,$50K-$86K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),50000.0,86000
1803,Data Analyst,$50K-$86K (Glassdoor est.),4.1,Collabera,"Charlotte, NC","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),50000.0,86000
1804,Data Analyst,$50K-$86K (Glassdoor est.),3.9,TEKsystems,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50000.0,86000
1805,Data Analyst,$50K-$86K (Glassdoor est.),3.9,Artech LLC,"Charlotte, NC","Morristown, NJ",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),50000.0,86000
1806,Financial Data Analyst,$50K-$86K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,50000.0,86000
1807,Data Analyst,$50K-$86K (Glassdoor est.),3.4,Matlen Silver,"Charlotte, NC","Bridgewater, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),50000.0,86000
1808,Data Analyst,$50K-$86K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,50000.0,86000
1809,Data Analyst,$50K-$86K (Glassdoor est.),3.8,Diversant LLC,"Charlotte, NC","Red Bank, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),50000.0,86000
1810,Data Science Analyst,$50K-$86K (Glassdoor est.),3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),50000.0,86000
1811,Data Analyst,$50K-$86K (Glassdoor est.),4.1,Sysmind LLC,"Charlotte, NC","Princeton Junction, NJ",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),50000.0,86000
1812,Data Analyst,$50K-$86K (Glassdoor est.),3.7,Tata Consultancy Services (North America),"Charlotte, NC","New York, NY",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),50000.0,86000
1813,Business Data Analyst,$50K-$86K (Glassdoor est.),3.5,Robert Half,"Charlotte, NC","Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50000.0,86000
1814,Data Analyst,$50K-$86K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),50000.0,86000
1815,Data Business Analyst,$50K-$86K (Glassdoor est.),3.9,TEKsystems,"Charlotte, NC","Hanover, MD",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50000.0,86000
1816,Junior Data Analyst,$50K-$86K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),50000.0,86000
1817,Data Analyst,$50K-$86K (Glassdoor est.),4.6,"Conch Technologies, Inc","Charlotte, NC","Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),50000.0,86000
1818,Data Analyst,$50K-$86K (Glassdoor est.),3.2,Neo Prism Solutions,"Charlotte, NC","Schaumburg, IL",51 to 200 employees,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),50000.0,86000
1819,Data Management Analyst,$50K-$86K (Glassdoor est.),3.9,"TEKsystems, Inc","Charlotte, NC","Hanover, MD",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),50000.0,86000
1821,Data analyst,$50K-$86K (Glassdoor est.),4.7,"Resource Logistics, Inc.","Charlotte, NC","Edison, NJ",51 to 200 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),50000.0,86000
1822,Data Analyst,$50K-$86K (Glassdoor est.),3.9,Diverse Lynx,"Charlotte, NC","Princeton, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),50000.0,86000
1823,Senior CX Data Analyst,$50K-$86K (Glassdoor est.),3.2,Vanguard,"Charlotte, NC","Malvern, PA",10000+ employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,50000.0,86000
1824,Data Engineer/Analyst,$50K-$86K (Glassdoor est.),3.3,Vaco Technology,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),50000.0,86000
1826,Quality Data Analyst,$54K-$75K (Glassdoor est.),3.6,OrthoCarolina,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),54000.0,75000
1827,Data Visualization Analyst,$54K-$75K (Glassdoor est.),2.8,American Tire Distributors,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),54000.0,75000
1828,Senior Data Analyst,$54K-$75K (Glassdoor est.),3.4,NTT DATA Corporation,"Charlotte, NC","Tokyo, Japan",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),54000.0,75000
1829,HR Data Analyst,$54K-$75K (Glassdoor est.),3.8,Apex Systems,"Charlotte, NC","Glen Allen, VA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),54000.0,75000
1830,Data Analyst/Business Analyst,$54K-$75K (Glassdoor est.),3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),54000.0,75000
1831,Data Analyst,$54K-$75K (Glassdoor est.),3.7,eTeam Inc.,"Charlotte, NC","South Plainfield, NJ",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),54000.0,75000
1833,BI Data Analyst,$54K-$75K (Glassdoor est.),2.9,"Nesco Resource, LLC","Fort Mill, SC","Cleveland, OH",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),54000.0,75000
1834,Data Analyst,$54K-$75K (Glassdoor est.),4.1,RGP,"Charlotte, NC","Irvine, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),54000.0,75000
1835,Enterprise Data Office Analyst IV,$54K-$75K (Glassdoor est.),3.5,Truist,"Charlotte, NC","Charlotte, NC",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,54000.0,75000
1838,Systems/Data Analyst,$54K-$75K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,54000.0,75000
1839,Data Analyst (Real Time Data Consultant Needed),$54K-$75K (Glassdoor est.),4.6,"Conch Technologies, Inc","Charlotte, NC","Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),54000.0,75000
1840,Data Visualization Analyst,$54K-$75K (Glassdoor est.),5.0,PCR Staffing,"Huntersville, NC","Charlotte, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),54000.0,75000
1841,57072 - Market data Analyst - 100 % remote,$54K-$75K (Glassdoor est.),3.5,Tek Leaders,"Charlotte, NC","Plano, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54000.0,75000
1842,Application Programmer V/ Database Developer/ Data Analyst,$54K-$75K (Glassdoor est.),4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54000.0,75000
1843,Data Analyst,$54K-$75K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54000.0,75000
1845,Data Standardization Analyst(s),$54K-$75K (Glassdoor est.),3.2,London Stock Exchange Group,"Charlotte, NC","London, United Kingdom",1001 to 5000 employees,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),54000.0,75000
1846,DATA MGMT ANALYST,$54K-$75K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),54000.0,75000
1847,"Data Quality Analyst, Financial Services",$54K-$75K (Glassdoor est.),3.4,NTT DATA Services,"Charlotte, NC","Tokyo, Japan",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),54000.0,75000
1849,Data Governance Analyst,$54K-$75K (Glassdoor est.),3.9,"TEKsystems, Inc","Charlotte, NC","Hanover, MD",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),54000.0,75000
1850,Data Integration Analyst,$54K-$75K (Glassdoor est.),2.9,Cardinal Innovations Healthcare,"Charlotte, NC","Charlotte, NC",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),54000.0,75000
1851,Data Analyst with Banking Domain,$54K-$75K (Glassdoor est.),4.0,CYNET SYSTEMS,"Charlotte, NC","Ashburn, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),54000.0,75000
1853,Data Analyst - Metadata Analyst,$53K-$99K (Glassdoor est.),4.1,Collabera,"Fort Mill, SC","Basking Ridge, NJ",10000+ employees,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),53000.0,99000
1854,Business Data Analyst,$53K-$99K (Glassdoor est.),5.0,PCR Staffing,"Huntersville, NC","Charlotte, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),53000.0,99000
1855,Senior Data Analyst,$53K-$99K (Glassdoor est.),3.6,Randstad,"Charlotte, NC","Atlanta, GA",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,53000.0,99000
1856,Senior Business Analyst / Data Analyst,$53K-$99K (Glassdoor est.),4.1,Kforce,"Charlotte, NC","Tampa, FL",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),53000.0,99000
1857,Data Visualization Analyst - N.,$53K-$99K (Glassdoor est.),3.3,Vaco Technology,"Charlotte, NC","Brentwood, TN",501 to 1000 employees,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),53000.0,99000
1858,Application Programmer V/ Senior Data Analyst,$53K-$99K (Glassdoor est.),4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),53000.0,99000
1859,Trust Application Data Analyst,$53K-$99K (Glassdoor est.),2.3,"Infovisa, Inc.","Charlotte, NC","Cornelius, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),53000.0,99000
1861,Data Analyst 127909,$53K-$99K (Glassdoor est.),3.2,Open Systems Technologies (NYC),"Charlotte, NC","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,53000.0,99000
1862,Item Data Maintenance Analyst,$53K-$99K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),53000.0,99000
1864,Technical Data Analyst,$53K-$99K (Glassdoor est.),2.8,American Tire Distributors,"Huntersville, NC","Huntersville, NC",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),53000.0,99000
1866,Data Analyst Junior,$53K-$99K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC","Charlotte, NC","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),53000.0,99000
1867,Senior Data Analyst,$53K-$99K (Glassdoor est.),1.8,Driven Brands,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),53000.0,99000
1868,Business + Data Analyst,$53K-$99K (Glassdoor est.),4.4,Tachyon Technologies LLC,"Charlotte, NC","Irving, TX",201 to 500 employees,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),53000.0,99000
1871,"Analyst, Product Content Data Quality",$53K-$99K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),53000.0,99000
1872,"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",$53K-$99K (Glassdoor est.),4.1,Canvas InfoTech Inc.,"Charlotte, NC","Fremont, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),53000.0,99000
1875,Reporting /Data Analyst,$53K-$99K (Glassdoor est.),3.8,"PruTech Solutions, Inc.","Charlotte, NC","Iselin, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),53000.0,99000
1876,Application Architect V/ Data Analyst,$53K-$99K (Glassdoor est.),4.3,DATA Inc.,"Charlotte, NC","Montvale, NJ",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),53000.0,99000
1877,Sr. Data Technology Analyst,$53K-$99K (Glassdoor est.),3.7,Bank of America,"Charlotte, NC","Charlotte, NC",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),53000.0,99000
1878,"Data Optimization Analyst (Position In Hickory, NC)",$53K-$99K (Glassdoor est.),3.7,Transportation Insight,"Charlotte, NC","Hickory, NC",51 to 200 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),53000.0,99000
1879,Technology Control Analyst - AVP (Chief Data Office),$40K-$74K (Glassdoor est.),3.1,MUFG,"Charlotte, NC","Tokyo, Japan",10000+ employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),40000.0,74000
1880,DIGITAL DATA/INSIGHTS ANALYST,$40K-$74K (Glassdoor est.),3.0,Midan Marketing,"Mooresville, NC","Chicago, IL",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),40000.0,74000
1882,Data Mgmt Analyst w/Traded Products,$40K-$74K (Glassdoor est.),3.6,Signature Consultants,"Charlotte, NC","Fort Lauderdale, FL",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),40000.0,74000
1883,Data Governance Business Information Analyst,$40K-$74K (Glassdoor est.),3.8,Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,40000.0,74000
1884,Data Analyst with Security Clearance,$40K-$74K (Glassdoor est.),3.6,Accenture Federal Services,"Charlotte, NC","Fairfax, VA",1001 to 5000 employees,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),40000.0,74000
1885,"Data Analyst, Data Activation",$40K-$74K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),40000.0,74000
1886,QA Analyst with MongoDB / Big Data,$40K-$74K (Glassdoor est.),3.8,"PruTech Solutions, Inc.","Charlotte, NC","Iselin, NJ",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),40000.0,74000
1887,"Sr. Analyst, Product Content Data Quality",$40K-$74K (Glassdoor est.),3.3,Lowe's,"Mooresville, NC","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),40000.0,74000
1888,Data Visualization Analyst,$57K-$104K (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),57000.0,104000
1889,Digital Marketing & ECommerce Data Analyst,$57K-$104K (Glassdoor est.),3.6,Vionic Group,"San Rafael, CA","San Rafael, CA",51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),57000.0,104000
1890,Senior Data Analyst,$57K-$104K (Glassdoor est.),3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,57000.0,104000
1891,Data Analyst,$57K-$104K (Glassdoor est.),3.0,NCSOFT,"San Mateo, CA","Seoul, South Korea",1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),57000.0,104000
1892,Senior Data Analyst,$57K-$104K (Glassdoor est.),4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),57000.0,104000
1893,Data Analyst,$57K-$104K (Glassdoor est.),5.0,LaunchDarkly,"Oakland, CA","Oakland, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,57000.0,104000
1894,Data Analyst,$57K-$104K (Glassdoor est.),3.8,Edmodo,"San Mateo, CA","San Mateo, CA",51 to 200 employees,Company - Private,Education Training Services,Education,$5 to $10 million (USD),57000.0,104000
1895,Data Analyst,$57K-$104K (Glassdoor est.),4.6,Doximity,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,57000.0,104000
1896,Sr. Data Analyst (Marketing Department),$57K-$104K (Glassdoor est.),3.5,Freedom Financial Network,"San Mateo, CA","San Mateo, CA",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),57000.0,104000
1897,Immediate Need For Data Analyst,$57K-$104K (Glassdoor est.),3.3,AppleOne,"San Francisco, CA","Glendale, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),57000.0,104000
1898,"Senior Analyst, Data & Analytics",$57K-$104K (Glassdoor est.),4.1,PubNub,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),57000.0,104000
1900,Mid-Level Data Analyst,$57K-$104K (Glassdoor est.),4.8,Giving Assistant,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),57000.0,104000
1901,Data Analyst,$57K-$104K (Glassdoor est.),3.7,nWay,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,57000.0,104000
1902,Healthcare Data Analyst,$57K-$104K (Glassdoor est.),3.6,Perficient,"San Francisco, CA","Saint Louis, MO",1001 to 5000 employees,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),57000.0,104000
1903,Data Analyst,$57K-$104K (Glassdoor est.),3.6,Mindstrong,"San Francisco, CA","Mountain View, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,57000.0,104000
1904,Product Data Analyst,$57K-$104K (Glassdoor est.),3.9,LiveCareer,"San Francisco, CA","Guaynabo, PR",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,57000.0,104000
1905,Data Analyst,$57K-$104K (Glassdoor est.),3.8,Mondo,"San Francisco, CA","New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),57000.0,104000
1906,Data Analyst,$57K-$104K (Glassdoor est.),4.0,Spin,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,57000.0,104000
1907,Temporary Part Time Data Analyst (Remote - North & South America),$57K-$104K (Glassdoor est.),5.0,Elevate Labs,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,57000.0,104000
